,DPD,Fecha,Ubigeo,Contagiados,Proyeccion,Fallecidos,Movilidad,Vacunados
SAN MARTIN-RIOJA-YURACYACU,SAN MARTIN-RIOJA-YURACYACU,2021-03-01 00:00:00,220809,3,9,0.0,-31.6,0.0
SAN MARTIN-SAN MARTIN-ALBERTO LEVEAU,SAN MARTIN-SAN MARTIN-ALBERTO LEVEAU,2021-02-08 00:00:00,220902,1,3,0.0,-29.371428571428574,0.0
SAN MARTIN-SAN MARTIN-CACATACHI,SAN MARTIN-SAN MARTIN-CACATACHI,2021-02-22 00:00:00,220903,1,1,0.0,-26.742857142857144,0.0
SAN MARTIN-SAN MARTIN-CHAZUTA,SAN MARTIN-SAN MARTIN-CHAZUTA,2021-02-01 00:00:00,220904,1,9,0.0,-29.8,0.0
SAN MARTIN-SAN MARTIN-CHIPURANA,SAN MARTIN-SAN MARTIN-CHIPURANA,2020-11-09 00:00:00,220905,1,3,0.0,-26.28571428571429,0.0
SAN MARTIN-SAN MARTIN-EL PORVENIR,SAN MARTIN-SAN MARTIN-EL PORVENIR,2021-02-22 00:00:00,220906,2,2,0.0,-26.742857142857144,0.0
SAN MARTIN-SAN MARTIN-HUIMBAYOC,SAN MARTIN-SAN MARTIN-HUIMBAYOC,2020-11-02 00:00:00,220907,1,4,0.0,-24.8,0.0
SAN MARTIN-SAN MARTIN-JUAN GUERRA,SAN MARTIN-SAN MARTIN-JUAN GUERRA,2021-02-22 00:00:00,220908,3,2,0.0,-26.742857142857144,0.0
SAN MARTIN-SAN MARTIN-LA BANDA DE SHILCAYO,SAN MARTIN-SAN MARTIN-LA BANDA DE SHILCAYO,2021-03-01 00:00:00,220909,4,30,1.0,-44.6,127.0
SAN MARTIN-SAN MARTIN-MORALES,SAN MARTIN-SAN MARTIN-MORALES,2021-03-01 00:00:00,220910,10,35,1.0,-44.6,100.0
SAN MARTIN-SAN MARTIN-PAPAPLAYA,SAN MARTIN-SAN MARTIN-PAPAPLAYA,2020-10-19 00:00:00,220911,2,8,0.0,-27.68571428571429,0.0
SAN MARTIN-SAN MARTIN-SAN ANTONIO,SAN MARTIN-SAN MARTIN-SAN ANTONIO,2021-02-22 00:00:00,220912,1,1,0.0,-26.742857142857144,0.0
SAN MARTIN-SAN MARTIN-SAUCE,SAN MARTIN-SAN MARTIN-SAUCE,2021-02-15 00:00:00,220913,1,4,0.0,-27.857142857142854,30.0
SAN MARTIN-SAN MARTIN-SHAPAJA,SAN MARTIN-SAN MARTIN-SHAPAJA,2021-02-01 00:00:00,220914,1,4,0.0,-29.8,0.0
SAN MARTIN-SAN MARTIN-TARAPOTO,SAN MARTIN-SAN MARTIN-TARAPOTO,2021-03-01 00:00:00,220901,28,51,1.0,-44.6,158.0
SAN MARTIN-TOCACHE-NUEVO PROGRESO,SAN MARTIN-TOCACHE-NUEVO PROGRESO,2021-03-01 00:00:00,221002,6,8,1.0,-31.2,0.0
SAN MARTIN-TOCACHE-POLVORA,SAN MARTIN-TOCACHE-POLVORA,2021-02-15 00:00:00,221003,1,5,0.0,-23.000000000000004,30.0
SAN MARTIN-TOCACHE-SHUNTE,SAN MARTIN-TOCACHE-SHUNTE,2021-02-22 00:00:00,221004,1,1,0.0,-22.314285714285713,0.0
SAN MARTIN-TOCACHE-TOCACHE,SAN MARTIN-TOCACHE-TOCACHE,2021-03-01 00:00:00,221001,2,3,0.0,-31.2,275.0
SAN MARTIN-TOCACHE-UCHIZA,SAN MARTIN-TOCACHE-UCHIZA,2021-03-01 00:00:00,221005,4,17,0.0,-31.2,48.0
TACNA-TACNA-ALTO DE LA ALIANZA,TACNA-TACNA-ALTO DE LA ALIANZA,2021-03-01 00:00:00,230102,18,31,4.0,-60.8,102.0
TACNA-TACNA-CALANA,TACNA-TACNA-CALANA,2021-03-01 00:00:00,230103,7,11,0.0,-60.8,0.0
TACNA-TACNA-CIUDAD NUEVA,TACNA-TACNA-CIUDAD NUEVA,2021-03-01 00:00:00,230104,11,26,3.0,-60.8,76.0
TACNA-TACNA-INCLAN,TACNA-TACNA-INCLAN,2021-02-15 00:00:00,230105,2,2,0.0,-55.0,0.0
TACNA-TACNA-LA YARADA LOS PALOS,TACNA-TACNA-LA YARADA LOS PALOS,2021-02-22 00:00:00,230111,19,14,2.0,-54.02857142857143,0.0
TACNA-TACNA-PACHIA,TACNA-TACNA-PACHIA,2021-03-01 00:00:00,230106,1,4,0.0,-60.8,0.0
TACNA-TACNA-PALCA,TACNA-TACNA-PALCA,2021-02-15 00:00:00,230107,1,7,0.0,-55.0,0.0
TACNA-TACNA-POCOLLAY,TACNA-TACNA-POCOLLAY,2021-03-01 00:00:00,230108,5,13,1.0,-60.8,0.0
TACNA-TACNA-SAMA,TACNA-TACNA-SAMA,2021-02-22 00:00:00,230109,3,4,0.0,-54.02857142857143,0.0
TACNA-TACNA-TACNA,TACNA-TACNA-TACNA,2021-03-01 00:00:00,230101,63,9,9.0,-60.8,506.0
TUMBES-CONTRALMIRANTE VILLAR-CANOAS DE PUNTA SAL,TUMBES-CONTRALMIRANTE VILLAR-CANOAS DE PUNTA SAL,2021-02-22 00:00:00,240203,4,11,1.0,-11.057142857142857,8.0
TUMBES-CONTRALMIRANTE VILLAR-CASITAS,TUMBES-CONTRALMIRANTE VILLAR-CASITAS,2021-02-01 00:00:00,240202,1,1,1.0,-12.114285714285714,0.0
TUMBES-CONTRALMIRANTE VILLAR-ZORRITOS,TUMBES-CONTRALMIRANTE VILLAR-ZORRITOS,2021-03-01 00:00:00,240201,2,9,0.0,-12.0,0.0
TUMBES-TUMBES-CORRALES,TUMBES-TUMBES-CORRALES,2021-03-01 00:00:00,240102,11,29,0.0,-46.6,53.0
TUMBES-TUMBES-LA CRUZ,TUMBES-TUMBES-LA CRUZ,2021-02-22 00:00:00,240103,8,7,1.0,-31.657142857142855,7.0
TUMBES-TUMBES-PAMPAS DE HOSPITAL,TUMBES-TUMBES-PAMPAS DE HOSPITAL,2021-03-01 00:00:00,240104,3,4,0.0,-46.6,0.0
TUMBES-TUMBES-SAN JACINTO,TUMBES-TUMBES-SAN JACINTO,2021-03-01 00:00:00,240105,8,7,0.0,-46.6,0.0
TUMBES-TUMBES-SAN JUAN DE LA VIRGEN,TUMBES-TUMBES-SAN JUAN DE LA VIRGEN,2021-03-01 00:00:00,240106,2,2,0.0,-46.6,0.0
TUMBES-TUMBES-TUMBES,TUMBES-TUMBES-TUMBES,2021-03-01 00:00:00,240101,71,77,2.0,-46.6,266.0
TUMBES-ZARUMILLA-AGUAS VERDES,TUMBES-ZARUMILLA-AGUAS VERDES,2021-03-01 00:00:00,240302,1,6,0.0,-18.0,0.0
TUMBES-ZARUMILLA-MATAPALO,TUMBES-ZARUMILLA-MATAPALO,2021-03-01 00:00:00,240303,1,3,0.0,-18.0,0.0
TUMBES-ZARUMILLA-PAPAYAL,TUMBES-ZARUMILLA-PAPAYAL,2021-03-01 00:00:00,240304,1,5,0.0,-18.0,0.0
TUMBES-ZARUMILLA-ZARUMILLA,TUMBES-ZARUMILLA-ZARUMILLA,2021-03-01 00:00:00,240301,6,9,0.0,-18.0,48.0
UCAYALI-ATALAYA-SEPAHUA,UCAYALI-ATALAYA-SEPAHUA,2021-01-25 00:00:00,250202,11,3,0.0,0.2,0.0
UCAYALI-ATALAYA-TAHUANIA,UCAYALI-ATALAYA-TAHUANIA,2021-01-18 00:00:00,250203,10,6,0.0,-0.13333333333333333,0.0
UCAYALI-ATALAYA-YURUA,UCAYALI-ATALAYA-YURUA,2020-08-17 00:00:00,250204,1,4,0.0,-12.0,0.0
UCAYALI-CORONEL PORTILLO-CALLERIA,UCAYALI-CORONEL PORTILLO-CALLERIA,2021-03-01 00:00:00,250101,46,68,4.0,-23.2,456.0
UCAYALI-CORONEL PORTILLO-CAMPOVERDE,UCAYALI-CORONEL PORTILLO-CAMPOVERDE,2021-03-01 00:00:00,250102,1,6,1.0,-23.2,1.0
UCAYALI-CORONEL PORTILLO-IPARIA,UCAYALI-CORONEL PORTILLO-IPARIA,2021-02-22 00:00:00,250103,1,4,0.0,-15.11428571428571,53.0
UCAYALI-CORONEL PORTILLO-MANANTAY,UCAYALI-CORONEL PORTILLO-MANANTAY,2021-03-01 00:00:00,250107,34,35,1.0,-23.2,85.0
UCAYALI-CORONEL PORTILLO-MASISEA,UCAYALI-CORONEL PORTILLO-MASISEA,2021-02-01 00:00:00,250104,1,4,0.0,-17.485714285714284,0.0
UCAYALI-CORONEL PORTILLO-NUEVA REQUENA,UCAYALI-CORONEL PORTILLO-NUEVA REQUENA,2021-02-22 00:00:00,250106,9,7,0.0,-15.11428571428571,15.0
UCAYALI-CORONEL PORTILLO-YARINACOCHA,UCAYALI-CORONEL PORTILLO-YARINACOCHA,2021-03-01 00:00:00,250105,17,38,2.0,-23.2,22.0
UCAYALI-PADRE ABAD-ALEXANDER VON HUMBOLDT,UCAYALI-PADRE ABAD-ALEXANDER VON HUMBOLDT,2021-02-15 00:00:00,250305,1,1,0.0,-5.057142857142858,0.0
UCAYALI-PADRE ABAD-CURIMANA,UCAYALI-PADRE ABAD-CURIMANA,2021-02-22 00:00:00,250303,1,2,0.0,-3.457142857142857,36.0
UCAYALI-PADRE ABAD-IRAZOLA,UCAYALI-PADRE ABAD-IRAZOLA,2021-03-01 00:00:00,250302,2,1,0.0,-1.0,0.0
UCAYALI-PADRE ABAD-NESHUYA,UCAYALI-PADRE ABAD-NESHUYA,2021-03-01 00:00:00,250304,3,2,0.0,-1.0,0.0
UCAYALI-PADRE ABAD-PADRE ABAD,UCAYALI-PADRE ABAD-PADRE ABAD,2021-03-01 00:00:00,250301,7,8,0.0,-1.0,51.0
